id,from_id,to_id,type,from_label,from_entity,from_modified,to_label,to_entity,to_modified
1,131252,131252,from,LIT,神农本草经,0,LIT,神农本草经,0
2,127106,182527,from,LIT,《记》,0,SIG,医不三世，不服其药,0
3,115628,44009,oname,DIS,郑康成,0,BEC,慎物齐,0
4,98545,127301,from,DIS,孔冲远,0,LIT,《黄帝针灸},0
5,98545,126897,from,DIS,孔冲远,0,LIT,《神农本草},0
6,98545,126960,from,DIS,孔冲远,0,LIT,《素女脉诀},0
7,126212,133664,perf,LIT,《周礼注},0,MED,五药,0
8,133664,146628,comp,MED,五药,0,MED,草,0
9,133664,138546,comp,MED,五药,0,MED,木,0
10,133664,147603,comp,MED,五药,0,MED,虫,0
11,133664,144065,comp,MED,五药,0,MED,石,0
12,133664,124174,comp,MED,五药,0,FOO,谷,0
13,61141,51540,oname,BEC,神农子仪之术,0,BEC,治合之齐,0
14,126890,44009,from,LIT,《礼记》,0,BEC,慎物齐,0
15,126890,51540,from,LIT,《礼记》,0,BEC,治合之齐,0
16,130411,131252,from,LIT,本草诸书,0,LIT,神农本草经,0
17,126679,130404,from,LIT,《汉书》,0,LIT,本草方术,0
18,127047,130404,from,LIT,《艺文志》,0,LIT,本草方术,0
19,114894,125878,from,DIS,贾公彦,0,LIT,《中经簿》,0
20,125878,126345,from,LIT,《中经簿》,0,LIT,《子仪本草经》,0
21,126345,109538,from,LIT,《子仪本草经》,0,DIS,神农,0
22,126899,127242,from,LIT,《神农本草经》,0,LIT,《隋志》,0
23,132425,127242,from,LIT,雷公《本草集注》,0,LIT,《隋志》,0
24,127078,127242,from,LIT,《蔡邕本草》,0,LIT,《隋志》,0
25,126295,98578,from,LIT,《大观本草》,0,DIS,孙君伯渊,0
26,129161,126295,from,LIT,吴普本,0,LIT,《大观本草》,0
27,135815,100372,treat,MED,地黄,0,DIS,属骨,0
28,142532,142934,treat,MED,甘草,0,MED,生肉之药,0
29,136056,182942,treat,MED,大戟,0,SIG,去水,0
30,147188,101579,treat,MED,葶苈,0,DIS,愈张,0
31,58344,94929,cause,BEC,用之不节,0,DIS,反为病,0
32,151424,139957,oname,MED,麦门冬,0,MED,横麦,0
33,135815,126749,from,MED,地黄,0,LIT,《淮南王书》,0
34,142532,126749,from,MED,甘草,0,LIT,《淮南王书》,0
35,136056,126749,from,MED,大戟,0,LIT,《淮南王书》,0
36,147188,126749,from,MED,葶苈,0,LIT,《淮南王书》,0
37,151424,126757,from,MED,麦门冬,0,LIT,《潜夫论》,0
38,155405,126190,from,PRE,五禽之戏,0,LIT,《后汉书·华佗传》,0
39,131248,126601,from,LIT,神农,0,LIT,《本草》,0
40,132544,126601,from,LIT,黄帝,0,LIT,《本草》,0
41,129791,126601,from,LIT,岐伯,0,LIT,《本草》,0
42,132424,126601,from,LIT,雷公,0,LIT,《本草》,0
43,130525,126601,from,LIT,桐君,0,LIT,《本草》,0
44,128245,126601,from,LIT,医和,0,LIT,《本草》,0
45,130078,126601,from,LIT,扁鹊,0,LIT,《本草》,0
46,131404,126601,from,LIT,素问,0,LIT,《本草》,0
